"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""*Beginning for the 2015-16 season""""""""""""""""""""""""""""""", reports from public health and clinical laboratories are presented separately in the weekly influenza update, FluView. Data from clinical laboratories include the weekly total number of specimens tested, the number of positive influenza test,""""""""""""""""""""""""""""""" and the percent positive by influenza type."""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
TOTAL A,TOTAL B,PERCENT POSITIVE,PERCENT A,PERCENT B
5411,10,18.0435,18.0103,0.0332845
3867,11,24.5412,24.4716,0.0696114
2307,14,23.1706,23.0308,0.139762
2417,3,18.4325,18.4096,0.0228502
777,1,12.4063,12.3904,0.0159464
745,31,7.62803,7.32331,0.304728
9007,29,27.3553,27.2675,0.0877937
3922,33,20.0823,19.9147,0.167564
3647,8,29.991,29.9253,0.0656437
875,7,22.2671,22.0904,0.176723
4610,9,16.487,16.4549,0.0321245
3002,8,20.1959,20.1422,0.0536769
1504,10,16.2813,16.1738,0.107538
1585,5,13.668,13.625,0.0429812
652,1,10.453,10.437,0.0160077
669,46,6.46182,6.04609,0.415725
5414,24,19.3868,19.3012,0.0855615
2732,38,14.4784,14.2797,0.19862
2323,18,21.3225,21.1586,0.163949
714,6,18.5567,18.4021,0.154639
2976,18,12.3459,12.2717,0.0742237
1932,7,13.6348,13.5855,0.049223
789,20,9.63325,9.39509,0.238152
883,9,7.93383,7.85378,0.0800498
364,0,5.47863,5.47863,0
436,35,4.50804,4.17305,0.334992
2767,20,11.3662,11.2847,0.0815661
1458,40,8.5693,8.34048,0.22882
1106,11,12.5056,12.3824,0.123153
394,4,12.7933,12.6647,0.128576
1348,9,7.4226,7.37337,0.0492287
723,5,6.09562,6.05376,0.0418655
337,24,4.81654,4.49633,0.320213
342,13,3.31962,3.19805,0.121563
129,4,2.34527,2.27473,0.0705343
272,24,3.11842,2.86557,0.252845
1281,20,6.13708,6.04274,0.0943441
712,29,4.93901,4.74572,0.193295
584,22,7.29505,7.03022,0.264837
208,2,8.08937,8.01233,0.0770416
632,13,3.71844,3.64349,0.0749452
355,5,3.15596,3.11212,0.0438327
217,30,3.64737,3.20437,0.443001
175,10,1.908,1.80487,0.103135
95,1,1.75087,1.73263,0.0182382
204,19,2.70763,2.47693,0.230695
817,29,4.29878,4.15142,0.147358
451,29,2.21382,2.08007,0.133751
352,15,4.80241,4.60612,0.196284
142,7,6.06678,5.78176,0.285016
342,13,2.35646,2.27016,0.0862927
187,5,1.90514,1.85553,0.049613
125,19,2.07075,1.79753,0.273224
100,22,1.28828,1.05597,0.232313
85,0,1.53846,1.53846,0
158,26,2.0474,1.7581,0.289307
481,35,2.68904,2.50664,0.182396
330,28,2.40285,2.21491,0.187932
213,19,3.10576,2.85141,0.254351
88,2,3.91134,3.82442,0.0869187
268,16,1.78931,1.68851,0.100806
95,2,1.08392,1.06157,0.0223489
80,12,1.45042,1.26123,0.189185
65,23,0.898142,0.663401,0.234742
66,3,1.27849,1.2229,0.0555864
159,32,2.17689,1.81217,0.364714
322,24,1.87159,1.74176,0.129821
253,59,2.21685,1.79764,0.419213
120,20,2.03844,1.74723,0.291206
54,6,2.62582,2.36324,0.262582
234,21,1.60498,1.47281,0.132175
73,0,0.788848,0.788848,0
61,14,1.15225,0.937164,0.215087
54,42,0.946092,0.532177,0.413915
48,5,0.938219,0.849708,0.0885112
124,37,1.71386,1.31999,0.393868
292,46,1.79979,1.55485,0.244941
159,65,1.58237,1.1232,0.459169
73,26,1.37081,1.0108,0.360011
41,6,1.95833,1.70833,0.25
192,23,1.32888,1.18672,0.14216
67,5,0.69781,0.649351,0.048459
45,30,1.14784,0.688705,0.459137
52,28,0.782702,0.508756,0.273946
51,3,1.00204,0.946372,0.055669
78,52,1.46859,0.881157,0.587438
174,37,1.22874,1.01328,0.215467
139,45,1.38502,1.04629,0.338728
64,29,1.31523,0.905105,0.410126
30,12,1.75512,1.25366,0.501463
111,16,0.827901,0.723598,0.104302
36,9,0.463154,0.370523,0.0926307
60,23,1.36919,0.989772,0.379413
57,26,0.877286,0.602473,0.274812
22,2,0.472162,0.432815,0.0393468
74,36,1.31516,0.884744,0.430416
140,24,0.983567,0.839631,0.143937
142,48,1.37711,1.02921,0.347902
46,23,0.962075,0.641383,0.320692
26,3,1.21136,1.08605,0.125313
126,28,1.0169,0.832013,0.184892
32,6,0.444705,0.374488,0.0702165
39,14,0.897089,0.660122,0.236967
42,28,0.736609,0.441966,0.294644
19,6,0.510621,0.388072,0.122549
40,23,0.877193,0.556948,0.320245
139,41,1.07296,0.828565,0.244397
150,47,1.48511,1.1308,0.354316
38,29,0.935885,0.5308,0.405085
16,7,0.985855,0.685812,0.300043
94,29,0.817602,0.624834,0.192768
32,3,0.408211,0.373221,0.0349895
31,25,0.939125,0.519873,0.419252
62,41,1.11195,0.66933,0.442621
19,4,0.484925,0.40059,0.0843348
27,24,0.759833,0.402265,0.357569
113,49,1.04766,0.730777,0.316885
138,59,1.55547,1.08962,0.465851
41,42,1.19908,0.592314,0.606761
16,9,1.11757,0.715244,0.402325
105,38,1.07365,0.788347,0.285307
50,7,0.627132,0.550116,0.0770162
28,20,0.828729,0.483425,0.345304
50,43,1.03093,0.554262,0.476666
18,4,0.486618,0.398142,0.088476
41,30,0.999296,0.577058,0.422238
106,33,0.973594,0.742453,0.231141
99,51,1.2959,0.855292,0.440605
32,35,0.978817,0.467495,0.511322
13,11,1.12782,0.610902,0.516917
66,28,0.68111,0.478226,0.202884
37,9,0.497674,0.400303,0.097371
24,22,0.792147,0.413294,0.378853
54,51,1.11655,0.574224,0.542322
26,3,0.671141,0.601713,0.0694284
45,44,1.26636,0.640296,0.626067
99,54,1.02198,0.661278,0.360697
90,44,1.20018,0.80609,0.394089
44,36,1.26342,0.694883,0.568541
17,10,1.2682,0.798497,0.469704
55,33,0.676715,0.422947,0.253768
23,7,0.369777,0.283496,0.0862813
21,41,1.0824,0.36662,0.715782
39,80,1.38035,0.452384,0.927967
12,11,0.590501,0.308087,0.282413
34,24,1.02673,0.601876,0.424854
65,91,1.09038,0.454323,0.636052
72,36,1.00456,0.669705,0.334853
38,24,1.08316,0.663871,0.419287
15,9,1.2945,0.809061,0.485437
62,29,0.735651,0.501213,0.234438
22,11,0.423457,0.282305,0.141152
14,41,0.99891,0.254268,0.744642
52,70,1.46547,0.624625,0.840841
19,5,0.663533,0.525297,0.138236
45,37,1.43332,0.786576,0.64674
99,85,1.39267,0.749319,0.643355
47,50,0.9737,0.471793,0.501907
29,26,1.04246,0.549659,0.492798
25,15,2.06825,1.29266,0.775595
61,25,0.713515,0.506098,0.207417
10,11,0.303337,0.144446,0.158891
16,27,0.820924,0.30546,0.515464
24,72,1.18636,0.296589,0.889768
14,5,0.741319,0.546235,0.195084
32,46,1.41999,0.58256,0.837429
73,75,1.33803,0.659976,0.678058
39,56,0.971966,0.399018,0.572949
24,16,0.790045,0.474027,0.316018
18,15,1.73684,0.947368,0.789474
25,20,0.810227,0.450126,0.360101
16,10,0.388002,0.23877,0.149231
10,17,0.58734,0.217533,0.369806
21,51,1.00237,0.292357,0.71001
14,6,0.642261,0.449583,0.192678
16,40,1.17771,0.336488,0.84122
54,47,1.03654,0.554187,0.482348
37,52,0.902545,0.375215,0.52733
20,21,1.0548,0.514536,0.540262
8,8,0.903955,0.451977,0.451977
24,9,0.619253,0.450366,0.168887
5,15,0.30955,0.0773874,0.232162
9,14,0.541559,0.211914,0.329644
24,56,1.27267,0.381801,0.890869
9,2,0.396682,0.324558,0.0721241
20,52,1.37799,0.382775,0.995215
72,63,1.41258,0.753374,0.659203
36,43,0.857856,0.390922,0.466935
10,19,0.877724,0.302663,0.575061
6,14,1.16279,0.348837,0.813953
29,16,0.883046,0.569074,0.313972
6,10,0.26556,0.0995851,0.165975
9,25,0.86426,0.228775,0.635486
22,48,1.09994,0.345695,0.754243
6,5,0.363757,0.198413,0.165344
17,46,1.31305,0.354314,0.958733
69,55,1.33076,0.740502,0.590255
24,53,0.858513,0.267588,0.590924
13,22,0.8863,0.329197,0.557103
7,13,1.21729,0.42605,0.791236
20,25,0.894988,0.397772,0.497216
12,8,0.341239,0.204743,0.136495
5,24,0.723372,0.124719,0.598653
25,74,1.64616,0.415697,1.23046
10,3,0.482017,0.370782,0.111235
22,94,1.13127,0.21455,0.916715
64,44,1.29465,0.767202,0.527451
29,60,1.11613,0.363682,0.752445
9,19,0.761283,0.244698,0.516585
2,10,0.827016,0.137836,0.68918
19,28,0.94245,0.380991,0.56146
13,3,0.301489,0.244959,0.0565291
10,17,0.753979,0.279252,0.474728
31,66,1.6536,0.528469,1.12513
4,3,0.289376,0.165358,0.124018
24,91,2.28537,0.476948,1.80843
30,48,0.94294,0.362669,0.580271
32,65,1.24535,0.410836,0.83451
8,21,0.796047,0.219599,0.576448
4,16,1.45455,0.290909,1.16364
26,37,1.28703,0.531154,0.755873
23,8,0.609516,0.452222,0.157295
17,18,1.00835,0.489772,0.518583
27,62,1.68242,0.510397,1.17202
5,5,0.423908,0.211954,0.211954
33,59,2.16115,0.775194,1.38595
35,40,0.994695,0.464191,0.530504
34,58,1.28456,0.474728,0.80983
4,14,0.527086,0.11713,0.409956
10,8,1.41844,0.788022,0.630418
34,36,1.47152,0.714736,0.756779
26,2,0.60698,0.563625,0.0433557
13,16,0.900621,0.403727,0.496894
49,55,2.03483,0.958716,1.07611
4,2,0.281558,0.187705,0.0938527
29,114,2.98103,0.604545,2.37649
37,24,0.89561,0.543239,0.352371
33,40,1.10841,0.501063,0.607349
8,8,0.504732,0.252366,0.252366
6,6,0.982801,0.4914,0.4914
37,36,1.56518,0.79331,0.77187
34,4,0.790843,0.707596,0.0832466
17,13,0.92564,0.524529,0.401111
23,28,1.04167,0.469771,0.571895
4,6,0.487805,0.195122,0.292683
18,54,1.62675,0.406688,1.22006
27,33,0.97229,0.43753,0.534759
27,26,0.881131,0.448878,0.432253
9,8,0.617284,0.326797,0.290487
3,1,0.349345,0.262009,0.0873362
44,35,1.76576,0.98346,0.782298
52,4,1.30293,1.20987,0.0930665
8,9,0.532915,0.250784,0.282132
19,16,0.886525,0.481256,0.405268
4,4,0.444198,0.222099,0.222099
16,51,1.64862,0.393701,1.25492
31,34,1.11492,0.531732,0.58319
30,26,1.01394,0.543183,0.470759
17,8,1.002,0.681363,0.320641
9,3,1.13422,0.850662,0.283554
46,29,1.74866,1.07251,0.676148
32,6,1.01604,0.855615,0.160428
6,6,0.448096,0.224048,0.224048
9,6,0.490517,0.29431,0.196207
5,1,0.345622,0.288018,0.0576037
12,20,0.886427,0.33241,0.554017
31,15,0.82853,0.558357,0.270173
37,23,1.14855,0.70827,0.440276
12,10,0.94583,0.515907,0.429923
3,2,0.489237,0.293542,0.195695
41,37,1.86335,0.979455,0.883899
34,2,1.01523,0.958827,0.0564016
12,5,0.750883,0.530035,0.220848
14,7,0.595069,0.396713,0.198356
2,4,0.348028,0.116009,0.232019
6,18,0.728819,0.182205,0.546614
32,6,0.731332,0.615858,0.115473
21,19,0.825423,0.433347,0.392076
8,11,0.900474,0.379147,0.521327
10,3,1.31846,1.0142,0.30426
66,38,2.82686,1.79397,1.03289
50,3,1.96006,1.84911,0.110947
13,8,1.1242,0.695931,0.428266
15,3,0.462368,0.385307,0.0770614
2,4,0.372671,0.124224,0.248447
10,17,0.830003,0.307409,0.522595
114,5,2.49738,2.39244,0.104932
21,23,0.89613,0.427699,0.468432
8,1,0.422337,0.375411,0.0469263
2,1,0.32967,0.21978,0.10989
61,34,2.67983,1.72073,0.959097
22,2,0.705053,0.646298,0.0587544
18,4,1.1022,0.901804,0.200401
18,3,0.52356,0.448766,0.0747943
6,3,0.520532,0.347021,0.173511
24,24,1.45808,0.72904,0.72904
20,7,0.55567,0.411607,0.144063
30,26,1.18921,0.637078,0.552134
9,10,0.845948,0.400712,0.445236
7,5,1.27389,0.7431,0.530786
43,34,2.08616,1.165,0.92116
12,3,0.47081,0.376648,0.094162
9,4,0.760679,0.526624,0.234055
10,3,0.348432,0.268025,0.0804074
5,0,0.30656,0.30656,0
21,14,1.0216,0.61296,0.40864
27,9,0.70285,0.527138,0.175713
40,25,1.25193,0.770416,0.48151
5,11,0.741084,0.231589,0.509495
5,0,0.539957,0.539957,0
56,39,2.61924,1.54398,1.07527
22,3,0.74985,0.659868,0.089982
9,3,0.647249,0.485437,0.161812
10,7,0.491898,0.289352,0.202546
8,3,0.698413,0.507937,0.190476
15,13,0.682927,0.365854,0.317073
20,9,0.561907,0.387522,0.174385
32,19,0.967742,0.607211,0.360531
7,10,0.896152,0.369004,0.527148
1,3,0.418848,0.104712,0.314136
65,57,3.16554,1.68656,1.47898
16,5,0.643185,0.490046,0.153139
5,5,0.518135,0.259067,0.259067
18,5,0.650452,0.50905,0.141403
9,2,0.60241,0.492881,0.109529
14,21,0.801099,0.320439,0.480659
35,4,0.698174,0.626566,0.0716076
34,30,1.40659,0.747253,0.659341
4,11,0.660502,0.176134,0.484368
3,1,0.416667,0.3125,0.104167
61,59,3.01432,1.53228,1.48204
20,4,0.702576,0.58548,0.117096
7,1,0.360848,0.315742,0.045106
20,4,0.625,0.520833,0.104167
6,2,0.422386,0.31679,0.105597
10,20,0.699138,0.233046,0.466092
21,4,0.41799,0.351112,0.0668784
30,22,0.802469,0.462963,0.339506
6,9,0.617538,0.247015,0.370523
5,3,0.797607,0.498504,0.299103
55,49,2.39687,1.26757,1.12929
24,11,0.956546,0.655917,0.300629
13,6,0.826087,0.565217,0.26087
16,2,0.412939,0.367057,0.0458821
9,0,0.446429,0.446429,0
13,20,0.680834,0.268207,0.412626
31,14,0.673854,0.464211,0.209644
37,44,0.992039,0.453154,0.538885
10,28,1.32312,0.348189,0.97493
6,2,0.676819,0.507614,0.169205
58,33,2.14168,1.36503,0.776653
19,2,0.554382,0.501584,0.0527983
14,3,0.70132,0.577558,0.123762
15,3,0.417246,0.347705,0.069541
6,0,0.248653,0.248653,0
32,33,0.971019,0.47804,0.492979
28,8,0.460005,0.357782,0.102223
48,38,0.805017,0.449312,0.355705
15,13,1.10454,0.591716,0.512821
4,0,0.298507,0.298507,0
51,33,1.63998,0.995705,0.64428
20,1,0.516605,0.492005,0.0246002
10,6,0.60652,0.379075,0.227445
20,9,0.58456,0.403145,0.181415
4,0,0.131926,0.131926,0
30,15,0.715421,0.476948,0.238474
32,6,0.418917,0.352773,0.0661449
60,33,0.763171,0.492368,0.270803
10,7,0.519243,0.305437,0.213806
4,0,0.277585,0.277585,0
81,34,1.98687,1.39945,0.587422
15,5,0.45683,0.342622,0.114207
10,3,0.403476,0.310366,0.0931099
21,4,0.489045,0.410798,0.0782473
9,0,0.279503,0.279503,0
37,10,0.720969,0.567572,0.153398
28,4,0.303174,0.265277,0.0378967
43,50,0.818014,0.378221,0.439792
5,10,0.421348,0.140449,0.280899
5,3,0.483092,0.301932,0.181159
73,40,2.05791,1.32945,0.728465
31,2,0.713051,0.669836,0.0432152
5,7,0.373134,0.155473,0.217662
21,4,0.426985,0.358668,0.0683177
6,0,0.182648,0.182648,0
30,27,0.875442,0.460759,0.414683
53,14,0.537764,0.425395,0.112369
52,36,0.856698,0.506231,0.350467
6,12,0.477454,0.159151,0.318302
5,0,0.308261,0.308261,0
89,45,2.28318,1.51644,0.766741
47,3,0.92098,0.865721,0.0552588
10,16,0.694444,0.267094,0.42735
30,6,0.501463,0.417885,0.0835771
12,2,0.427611,0.366524,0.0610874
56,45,1.39253,0.772094,0.620433
62,22,0.593933,0.438379,0.155554
33,48,0.942847,0.384123,0.558724
8,7,0.406174,0.216626,0.189548
11,3,0.779944,0.612813,0.167131
83,64,2.49448,1.40845,1.08603
42,4,0.761968,0.69571,0.0662581
17,12,0.821297,0.48145,0.339847
17,5,0.318794,0.246341,0.0724533
12,4,0.484115,0.363086,0.121029
47,31,1.23672,0.745204,0.491517
56,34,0.673653,0.419162,0.254491
76,59,1.27805,0.719493,0.558553
8,1,0.2693,0.239378,0.0299222
13,5,0.961025,0.694074,0.266951
79,64,2.46424,1.36136,1.10288
35,2,0.542125,0.512821,0.029304
17,4,0.419329,0.339457,0.0798722
28,8,0.494505,0.384615,0.10989
21,5,0.793651,0.641026,0.152625
68,78,1.94485,0.905821,1.03903
53,30,0.589531,0.376447,0.213083
71,63,1.29144,0.684271,0.60717
19,3,0.488021,0.421473,0.0665484
18,5,1.0916,0.854295,0.237304
94,84,3.13712,1.65668,1.48044
41,5,0.897736,0.800156,0.09758
18,13,0.654146,0.379827,0.274319
33,7,0.593824,0.489905,0.103919
9,2,0.369004,0.301912,0.0670916
91,68,2.04607,1.17102,0.875048
81,29,0.758725,0.558698,0.200028
124,83,1.95099,1.16871,0.782281
27,4,0.652769,0.568541,0.0842283
29,12,1.79353,1.26859,0.524934
135,67,3.4589,2.31164,1.14726
47,5,0.980392,0.886124,0.0942685
19,8,0.567943,0.399663,0.168279
58,10,0.988228,0.842901,0.145328
21,3,0.778715,0.681376,0.0973394
99,95,2.73278,1.39456,1.33822
85,22,0.698798,0.55512,0.143678
143,87,2.05853,1.27987,0.778663
31,3,0.689376,0.628548,0.0608273
23,4,1.24195,1.05796,0.183993
159,68,3.6773,2.57573,1.10157
55,18,1.3982,1.05344,0.344762
48,13,1.26189,0.992966,0.268928
61,9,1.00129,0.87255,0.128737
43,1,1.33536,1.30501,0.030349
122,100,2.81369,1.54626,1.26743
98,24,0.757905,0.608809,0.149096
183,136,2.69403,1.54548,1.14855
19,14,0.664251,0.382448,0.281804
33,10,2.08232,1.59806,0.484262
201,77,4.57237,3.30592,1.26645
54,9,1.21904,1.04489,0.174149
79,21,1.97394,1.55942,0.414528
85,11,1.34116,1.18748,0.153674
53,2,1.6472,1.5873,0.0598982
204,146,4.03179,2.34996,1.68183
137,24,1.01481,0.863536,0.151276
254,224,3.78914,2.01348,1.77566
38,17,1.04127,0.719424,0.321848
68,16,4.02106,3.25515,0.765917
460,93,4.68049,3.89336,0.787135
78,12,1.70358,1.47643,0.227144
111,39,2.66099,1.96913,0.691857
132,21,2.05894,1.77634,0.2826
74,8,2.15733,1.94686,0.210471
379,317,7.11002,3.87169,3.23833
295,45,1.84652,1.60213,0.244393
459,414,5.96067,3.13396,2.82671
81,29,1.76877,1.30246,0.466313
118,42,6.52263,4.81044,1.71219
831,132,5.29557,4.5697,0.725873
102,25,2.21757,1.78104,0.436529
162,42,3.30525,2.62476,0.680493
188,27,2.64778,2.31527,0.332512
100,7,2.66501,2.49066,0.174346
342,330,7.1194,3.62327,3.49613
545,69,3.05655,2.71306,0.343489
673,485,7.27753,4.22951,3.04801
92,32,1.94724,1.44472,0.502513
228,92,11.0919,7.90295,3.18891
1173,124,6.2105,5.61674,0.593756
144,42,2.74579,2.12578,0.620018
214,28,3.99142,3.52961,0.461818
277,23,3.9427,3.64043,0.302274
105,8,2.81164,2.61259,0.199054
495,423,9.5446,5.1466,4.398
742,83,4.20061,3.778,0.422607
636,475,7.76597,4.44569,3.32029
117,47,2.58146,1.84165,0.739808
310,76,13.1831,10.5874,2.59563
1199,116,7.04905,6.42723,0.621817
239,68,4.53203,3.5282,1.00384
291,51,4.90815,4.17623,0.731917
517,43,5.83881,5.39047,0.448337
198,19,4.36883,3.98631,0.382525
722,467,10.2095,6.19955,4.00996
1107,149,4.99562,4.40299,0.592634
969,551,9.13956,5.82647,3.31309
222,72,3.56018,2.6883,0.871882
359,91,12.7515,10.1729,2.57863
1857,172,8.59527,7.86664,0.728628
329,90,4.9798,3.91015,1.06965
443,67,6.91901,6.01004,0.908968
850,61,9.16868,8.55475,0.613929
314,28,7.09985,6.51858,0.581275
1009,518,11.8134,7.80597,4.00743
1719,188,7.30819,6.58772,0.720472
1696,756,13.5268,9.35621,4.17057
384,142,5.69943,4.1608,1.53863
468,144,16.8967,12.921,3.9757
2822,187,11.6119,10.8903,0.721646
464,116,7.01839,5.61471,1.40368
672,65,9.67573,8.82237,0.853354
1455,129,13.4854,12.3872,1.09825
538,46,10.8732,10.0168,0.856451
1725,748,16.174,11.2819,4.89209
2685,337,10.3749,9.21793,1.15696
2433,1118,19.7717,13.5468,6.22494
574,311,8.40536,5.45161,2.95375
683,215,24.1398,18.3602,5.77957
3908,249,14.3776,13.5164,0.861204
583,122,8.16445,6.75159,1.41285
1047,82,13.3027,12.3365,0.966184
2156,127,18.066,17.061,1.00499
833,98,15.592,13.9508,1.64127
2033,1092,19.4438,12.6493,6.79443
4080,496,14.3462,12.7912,1.55501
4044,1563,25.2,18.1753,7.02472
876,412,11.3942,7.74947,3.64473
671,300,25.3194,17.4967,7.82269
5646,347,17.6852,16.6613,1.02399
899,171,11.4048,9.58218,1.82264
1454,75,16.0172,15.2315,0.785669
2433,191,20.2625,18.7876,1.4749
1074,138,18.3692,16.2777,2.09154
2644,1346,22.1531,14.6799,7.47321
4835,652,17.0467,15.0211,2.0256
3446,1359,23.7015,16.998,6.7035
977,459,12.8683,8.74899,4.11033
683,356,27.9076,18.3454,9.56218
4537,336,15.7488,14.6629,1.0859
834,123,11.2271,9.78414,1.44298
1053,79,11.9296,11.0971,0.832543
1558,125,13.4211,12.4242,0.99681
599,95,14.3034,12.3454,1.95796
1334,774,13.8193,8.74525,5.07408
3275,586,12.7434,10.8093,1.93412
1866,984,22.4498,14.6987,7.75108
825,341,11.8927,8.38585,3.46615
606,266,22.428,15.5864,6.84156
3378,276,12.3534,11.4203,0.933094
880,140,10.6963,9.22819,1.46812
944,77,12.2554,11.3312,0.924259
1381,149,12.9694,11.7064,1.26303
486,97,13.8119,11.5139,2.29803
1111,698,14.1472,8.68851,5.45867
3215,641,13.903,11.5919,2.31116
2577,1061,21.1487,14.9808,6.16789
838,351,13.9984,9.85766,4.12893
543,235,21.8233,15.2314,6.59187
2586,285,10.4014,9.36889,1.03253
695,112,9.31656,8.02355,1.293
902,77,13.3707,12.319,1.05163
1065,127,11.9871,10.71,1.27715
374,146,15.2269,10.9517,4.27526
875,686,13.7243,7.69298,6.0313
2885,805,15.826,12.3735,3.45256
2731,1166,23.2504,16.2938,6.95663
690,349,14.3014,9.46113,4.78541
461,225,21.1859,14.2372,6.94873
2557,390,11.7075,10.1581,1.54934
673,113,9.54695,8.17442,1.37253
1017,71,14.673,13.7154,0.957519
883,157,11.9719,10.1646,1.8073
364,126,13.3551,9.92096,3.43418
952,796,14.1814,7.72351,6.45789
3049,1156,17.9555,13.0193,4.93616
3961,1725,27.111,18.8862,8.22486
827,441,15.8085,10.3104,5.49807
450,231,20.7243,13.6945,7.02982
1947,456,9.8238,7.95961,1.86419
701,124,10.0316,8.52383,1.50778
1073,104,15.4523,14.0869,1.36537
839,223,11.4157,9.0186,2.39708
302,202,14.3019,8.56981,5.73212
716,667,11.8662,6.14329,5.72287
3273,1672,18.9015,12.5105,6.39095
3766,2215,26.6949,16.8087,9.88619
1138,773,20.8533,12.4182,8.43518
389,266,20.241,12.021,8.22002
1438,452,8.21311,6.24891,1.96419
591,113,8.94423,7.50858,1.43565
1129,143,16.5517,14.691,1.86077
824,294,11.8332,8.72142,3.11177
396,298,17.0474,9.72734,7.32007
700,686,12.0574,6.0896,5.96781
3497,2207,20.6256,12.6451,7.98047
2559,1998,21.4266,12.0322,9.3944
1255,1083,22.7964,12.2367,10.5597
350,306,20.3028,10.8158,9.45612
942,380,6.22088,4.43273,1.78815
493,131,8.07036,6.3761,1.69426
1047,160,16.4352,14.2565,2.17865
812,360,13.3683,9.26201,4.10631
359,368,17.6285,8.70514,8.92338
481,518,9.17861,4.41933,4.75928
3453,2491,21.5222,12.5027,9.01948
1877,1723,19.0577,9.93647,9.12123
1339,1146,24.4082,13.1519,11.2563
254,257,17.8671,8.88112,8.98601
991,480,6.71874,4.52635,2.19238
429,159,7.7501,5.65441,2.09569
915,192,15.8007,13.0602,2.74051
775,402,13.2904,8.75113,4.5393
301,415,17.5361,7.37203,10.1641
451,470,8.76475,4.29197,4.47278
3398,2956,22.7905,12.1879,10.6026
1509,1568,16.915,8.29531,8.61965
1415,1311,26.0388,13.5161,12.5227
238,235,17.2754,8.69248,8.58291
748,455,5.81806,3.61755,2.20051
393,181,7.45551,5.10456,2.35095
856,197,15.3588,12.4854,2.8734
684,351,12.0489,7.96275,4.08615
289,405,17.4328,7.25948,10.1733
437,355,7.99354,4.41058,3.58296
3084,3029,23.0758,11.6417,11.4341
1089,1306,14.406,6.55038,7.85564
1264,1018,27.9966,15.5073,12.4893
222,181,14.7457,8.12294,6.62276
674,434,5.85376,3.56086,2.2929
345,171,6.97297,4.66216,2.31081
765,203,15.0826,11.9196,3.16298
540,350,11.5345,6.99844,4.53603
256,356,16.3287,6.83031,9.4984
376,269,7.27827,4.24283,3.03543
2783,2821,22.4609,11.1543,11.3066
940,1285,14.1064,5.95955,8.14683
1014,880,27.7794,14.8724,12.907
158,168,12.5966,6.1051,6.4915
595,394,5.18344,3.11845,2.06499
353,175,7.28778,4.87233,2.41546
453,168,10.416,7.59812,2.81785
345,267,9.18781,5.1794,4.00841
138,267,12.1076,4.12556,7.98206
221,169,4.73876,2.6853,2.05346
1938,2397,18.8445,8.42462,10.4199
716,970,11.6856,4.96257,6.72304
886,817,22.4167,11.6625,10.7542
151,148,12.3045,6.21399,6.09053
516,421,5.08134,2.79826,2.28308
434,216,8.63673,5.76668,2.87005
412,183,10.2817,7.11941,3.16226
270,248,9.41476,4.90731,4.50745
114,208,9.65228,3.41727,6.23501
227,132,4.5443,2.87342,1.67089
1525,1939,16.442,7.23847,9.20353
572,673,9.37571,4.30755,5.06815
620,510,17.1785,9.42536,7.75312
108,109,9.49672,4.72648,4.77024
512,426,5.30423,2.89527,2.40896
406,184,8.33569,5.73608,2.5996
325,219,9.54051,5.69975,3.84076
331,349,10.1055,4.91901,5.18651
114,165,8.9942,3.67505,5.31915
160,74,3.37906,2.31047,1.06859
1276,1542,14.3842,6.51319,7.87096
415,519,7.44995,3.3102,4.13975
580,442,16.3625,9.28594,7.07653
96,72,8.06529,4.60874,3.45655
399,330,4.41658,2.4173,1.99927
305,172,7.08872,4.53262,2.5561
298,191,8.87477,5.40835,3.46642
251,270,7.93482,3.82272,4.11209
147,146,8.14341,4.0856,4.05781
163,59,3.26183,2.39495,0.866882
904,1137,11.1335,4.93127,6.20227
300,316,5.16172,2.51383,2.6479
526,323,16.683,10.336,6.34702
69,71,6.96171,3.43113,3.53058
376,285,4.23609,2.40964,1.82645
209,125,5.26067,3.29186,1.96881
235,193,7.82736,4.29773,3.52963
163,184,6.11131,2.87073,3.24058
90,62,4.75892,2.81778,1.94114
75,40,1.74031,1.13499,0.605327
656,763,8.34755,3.85905,4.4885
221,251,4.05463,1.89846,2.15617
349,195,12.1077,7.76764,4.34008
83,54,6.68293,4.04878,2.63415
381,282,4.1748,2.39909,1.77571
136,104,4.02617,2.2815,1.74467
168,127,6.32911,3.60438,2.72474
94,125,4.0904,1.7557,2.3347
48,44,3.15501,1.64609,1.50892
71,33,1.84071,1.25664,0.584071
392,529,6.02197,2.5631,3.45887
191,195,3.5348,1.74908,1.78571
264,107,9.07312,6.45635,2.61678
46,34,4.47427,2.57271,1.90157
465,267,4.72228,2.99981,1.72247
127,90,3.84139,2.24819,1.5932
137,80,4.96681,3.13573,1.83108
109,81,3.46147,1.98579,1.47568
31,39,2.43902,1.08014,1.35889
50,26,1.36641,0.898957,0.467458
272,385,4.52698,1.87418,2.65279
131,169,2.81981,1.23132,1.5885
213,70,5.79799,4.36386,1.43413
31,22,2.90889,1.70143,1.20746
357,227,4.05274,2.47745,1.57529
165,73,4.20792,2.91726,1.29066
110,79,4.61877,2.68817,1.9306
126,65,3.60038,2.37512,1.22526
25,23,1.77253,0.923191,0.849335
61,17,1.51192,1.1824,0.329521
180,258,3.26719,1.34268,1.92451
135,92,2.42392,1.44154,0.982381
