Current Season,Month,Numerator,Population,Jurisdiction,Estimate,Age_group_label,Legend
2024-25,JAN,4971,15392.5,N. Mariana Islands,0.3229,6 months to 17 years,"2024-25, N. Mariana Islands: 6 months to 17 years"
2024-25,NOV,2812,70741,Guam,0.0398,18-49 years,"2024-25, Guam: 18-49 years"
2022-23,FEB,418461,1776063.5,West Virginia,0.2356,Overall,"2022-23, West Virginia: Overall"
2022-23,JUL,8,34451,New Mexico,0.0002,6-23 months,"2022-23, New Mexico: 6-23 months"
2022-23,JUL,413,4450995.5,Kentucky,0.0001,Overall,"2022-23, Kentucky: Overall"
2022-23,JUN,339222,1478793,Utah,0.2294,18-49 years,"2022-23, Utah: 18-49 years"
2023-24,FEB,841,5092,N. Mariana Islands,0.1652,13-17 years,"2023-24, N. Mariana Islands: 13-17 years"
2024-25,DEC,11002,45161,Delaware,0.2436,5-8 years,"2024-25, Delaware: 5-8 years"
2024-25,DEC,112985,434609,New Jersey,0.26,9-12 years,"2024-25, New Jersey: 9-12 years"
2024-25,NOV,441,10382,Federated States of Micronesia,0.0425,13-17 years,"2024-25, Federated States of Micronesia: 13-17 years"
2024-25,NOV,0,1763,Republic of Palau,0,13-17 years,"2024-25, Republic of Palau: 13-17 years"
2022-23,JUL,4,2072888.5,Michigan,1.9297e-06,6 months to 17 years,"2022-23, Michigan: 6 months to 17 years"
2022-23,MAY,93956,479456,Arizona,0.196,13-17 years,"2022-23, Arizona: 13-17 years"
2022-23,OCT,107201,499955,Mississippi,0.2144,65+ years,"2022-23, Mississippi: 65+ years"
2023-24,FEB,8276,26160,District of Columbia,0.3164,2-4 years,"2023-24, District of Columbia: 2-4 years"
2023-24,JAN,252786,1668393,Texas,0.1515,5-8 years,"2023-24, Texas: 5-8 years"
2023-24,JUL,7,1526214,Indiana,4.5865e-06,6 months to 17 years,"2023-24, Indiana: 6 months to 17 years"
2023-24,SEP,24963,386838,New Mexico,0.0645,50-64 years,"2023-24, New Mexico: 50-64 years"
2024-25,DEC,86915,365488,New York State,0.2378,2-4 years,"2024-25, New York (excluding New York City): 2-4 years"
2024-25,DEC,6325,26358,District of Columbia,0.24,9-12 years,"2024-25, District of Columbia: 9-12 years"
2024-25,NOV,9551,54115,Nevada,0.1765,6-23 months,"2024-25, Nevada: 6-23 months"
2024-25,OCT,545986,3226163.5,Utah,0.1692,Overall,"2024-25, Utah: Overall"
2022-23,AUG,9664,1180543,Tennessee,0.0082,65+ years,"2022-23, Tennessee: 65+ years"
2022-23,DEC,25194,55916,Iowa,0.4506,6-23 months,"2022-23, Iowa: 6-23 months"
2022-23,FEB,13601,110338,Mississippi,0.1233,2-4 years,"2022-23, Mississippi: 2-4 years"
2022-23,JAN,173405,313043,New Jersey,0.5539,2-4 years,"2022-23, New Jersey: 2-4 years"
2022-23,NOV,,,Kansas,,6 months to 17 years,"2022-23, Kansas: 6 months to 17 years"
2023-24,JUL,,,South Carolina,,6 months to 17 years,"2023-24, South Carolina: 6 months to 17 years"
2023-24,JUN,2371,12020,N. Mariana Islands,0.1973,50-64 years,"2023-24, N. Mariana Islands: 50-64 years"
2024-25,JAN,41467,208457,Iowa,0.1989,13-17 years,"2024-25, Iowa: 13-17 years"
2024-25,OCT,15037,215130,Oklahoma,0.0699,5-8 years,"2024-25, Oklahoma: 5-8 years"
2024-25,OCT,,,Kansas,,50-64 years,"2024-25, Kansas: 50-64 years"
2024-25,OCT,33366,339143,Tennessee,0.0984,9-12 years,"2024-25, Tennessee: 9-12 years"
2022-23,APR,837513,2427133,Illinois,0.3451,50-64 years,"2022-23, Illinois: 50-64 years"
2023-24,JAN,1092,36097,Marshall Islands,0.0303,18-49 years,"2023-24, Marshall Islands: 18-49 years"
2023-24,JUL,86,151155,New Jersey,0.0006,6-23 months,"2023-24, New Jersey: 6-23 months"
2023-24,MAR,0,1574667,Georgia,0,65+ years,"2023-24, Georgia: 65+ years"
2024-25,JAN,,,Massachusetts,,9-12 years,"2024-25, Massachusetts: 9-12 years"
2024-25,SEP,3082,215130,Oklahoma,0.0143,5-8 years,"2024-25, Oklahoma: 5-8 years"
2022-23,AUG,23,99629,Idaho,0.0002,5-8 years,"2022-23, Idaho: 5-8 years"
2022-23,DEC,,,Nebraska,,6 months to 17 years,"2022-23, Nebraska: 6 months to 17 years"
2022-23,DEC,52191,347543.5,West Virginia,0.1502,6 months to 17 years,"2022-23, West Virginia: 6 months to 17 years"
2022-23,JAN,140535,434609,New Jersey,0.3234,9-12 years,"2022-23, New Jersey: 9-12 years"
2022-23,JAN,1030858,2838054,Connecticut,0.3632,18+ years,"2022-23, Connecticut: 18+ years"
2022-23,NOV,,,Massachusetts,,13-17 years,"2022-23, Massachusetts: 13-17 years"
2022-23,NOV,,,Kansas,,50-64 years,"2022-23, Kansas: 50-64 years"
2022-23,SEP,37006,975661.5,Kentucky,0.0379,6 months to 17 years,"2022-23, Kentucky: 6 months to 17 years"
2023-24,JUN,195,5553,U.S. Virgin Islands ,0.0351,5-8 years,"2023-24, U.S. Virgin Islands : 5-8 years"
2023-24,MAY,931,6780,Marshall Islands,0.1373,9-12 years,"2023-24, Marshall Islands: 9-12 years"
2023-24,SEP,0,8210067,Georgia,0,18+ years,"2023-24, Georgia: 18+ years"
2024-25,SEP,27235,515686,Pennsylvania,0.0528,9-12 years,"2024-25, Pennsylvania (excluding Philadelphia County): 9-12 years"
2022-23,APR,2632,4748,American Samoa,0.5543,13-17 years,"2022-23, American Samoa: 13-17 years"
2022-23,DEC,71135,200231,Ohio,0.3553,6-23 months,"2022-23, Ohio: 6-23 months"
2022-23,FEB,396605,645996,Connecticut,0.6139,65+ years,"2022-23, Connecticut: 65+ years"
2022-23,OCT,184569,1278429,Iowa,0.1444,18-49 years,"2022-23, Iowa: 18-49 years"
2023-24,DEC,18223,104306,New Mexico,0.1747,5-8 years,"2023-24, New Mexico: 5-8 years"
2023-24,DEC,190623,905560.5,Utah,0.2105,6 months to 17 years,"2023-24, Utah: 6 months to 17 years"
2023-24,JAN,205848,905560.5,Utah,0.2273,6 months to 17 years,"2023-24, Utah: 6 months to 17 years"
2023-24,MAR,635911,1115285,Indiana,0.5702,65+ years,"2023-24, Indiana: 65+ years"
2023-24,MAY,2376870,10541669,North Carolina,0.2255,Overall,"2023-24, North Carolina: Overall"
2024-25,SEP,60986,701836,Connecticut,0.0869,6 months to 17 years,"2024-25, Connecticut: 6 months to 17 years"
2022-23,DEC,87452,128594,Vermont,0.6801,65+ years,"2022-23, Vermont: 65+ years"
2022-23,MAY,70319,199448,Wisconsin,0.3526,2-4 years,"2022-23, Wisconsin: 2-4 years"
2022-23,OCT,330610,1640786,New York City,0.2015,6 months to 17 years,"2022-23, New York City: 6 months to 17 years"
2022-23,SEP,1137,51927,Montana,0.0219,5-8 years,"2022-23, Montana: 5-8 years"
2023-24,JUL,65,697429,Puerto Rico,0.0001,65+ years,"2023-24, Puerto Rico: 65+ years"
2024-25,DEC,526816,2237082,New York State,0.2355,6 months to 17 years,"2024-25, New York (excluding New York City): 6 months to 17 years"
2024-25,SEP,3017,187055,Puerto Rico,0.0161,13-17 years,"2024-25, Puerto Rico: 13-17 years"
2022-23,APR,651316,948841,Minnesota,0.6864,65+ years,"2022-23, Minnesota: 65+ years"
2022-23,APR,35484,216150,Oklahoma,0.1642,9-12 years,"2022-23, Oklahoma: 9-12 years"
2022-23,AUG,2346,570423.5,Texas,0.0041,6-23 months,"2022-23, Texas: 6-23 months"
2022-23,JAN,13237,79949,West Virginia,0.1656,5-8 years,"2022-23, West Virginia: 5-8 years"
2022-23,JAN,463394,1308751,New York City,0.3541,65+ years,"2022-23, New York City: 65+ years"
2022-23,JUL,,,Massachusetts,,6 months to 17 years,"2022-23, Massachusetts: 6 months to 17 years"
2023-24,FEB,726,1258.5,American Samoa,0.5766,6-23 months,"2023-24, American Samoa: 6-23 months"
2024-25,JAN,28212,75066,Maine,0.3758,13-17 years,"2024-25, Maine: 13-17 years"
2024-25,OCT,,,Kansas,,6-23 months,"2024-25, Kansas: 6-23 months"
2022-23,JUL,19,86184,Louisiana,0.0002,6-23 months,"2022-23, Louisiana: 6-23 months"
2022-23,JUL,,,Rhode Island,,18+ years,"2022-23, Rhode Island: 18+ years"
2022-23,MAR,201698,962974,Alabama,0.2095,50-64 years,"2022-23, Alabama: 50-64 years"
2022-23,NOV,,,Rhode Island,,Overall,"2022-23, Rhode Island: Overall"
2023-24,DEC,239,38581,U.S. Virgin Islands ,0.0062,18-49 years,"2023-24, U.S. Virgin Islands : 18-49 years"
2023-24,FEB,11252,33304,Delaware,0.3379,2-4 years,"2023-24, Delaware: 2-4 years"
2022-23,FEB,4900,47529,Marshall Islands,0.1031,18+ years,"2022-23, Marshall Islands: 18+ years"
2022-23,JUN,434496,2499695,Missouri,0.1738,18-49 years,"2022-23, Missouri: 18-49 years"
2023-24,DEC,9456,33304,Delaware,0.2839,2-4 years,"2023-24, Delaware: 2-4 years"
2023-24,JUN,3344636,11148453,Pennsylvania,0.3,Overall,"2023-24, Pennsylvania (excluding Philadelphia County): Overall"
2023-24,MAY,224918,839769,Oregon,0.2678,6 months to 17 years,"2023-24, Oregon: 6 months to 17 years"
2023-24,NOV,73507,128594,Vermont,0.5716,65+ years,"2023-24, Vermont: 65+ years"
2023-24,SEP,707118,21925627,Texas,0.0323,18+ years,"2023-24, Texas: 18+ years"
2024-25,JAN,64851,222285,Connecticut,0.2917,13-17 years,"2024-25, Connecticut: 13-17 years"
2024-25,NOV,179090,1668393,Texas,0.1073,5-8 years,"2024-25, Texas: 5-8 years"
2024-25,NOV,5532,26358,District of Columbia,0.2099,9-12 years,"2024-25, District of Columbia: 9-12 years"
2022-23,JUL,0,1951,U.S. Virgin Islands ,0,6-23 months,"2022-23, U.S. Virgin Islands : 6-23 months"
2022-23,MAR,13721,79949,West Virginia,0.1716,5-8 years,"2022-23, West Virginia: 5-8 years"
2022-23,OCT,,,Chicago,,Overall,"2022-23, Chicago: Overall"
2022-23,APR,,,Hawaii,,Overall,"2022-23, Hawaii: Overall"
2022-23,FEB,715286,2225691,Pennsylvania,0.3214,6 months to 17 years,"2022-23, Pennsylvania (excluding Philadelphia County): 6 months to 17 years"
2022-23,JAN,473443,789527,Oregon,0.5997,65+ years,"2022-23, Oregon: 65+ years"
2022-23,JUL,14,47529,Marshall Islands,0.0003,18+ years,"2022-23, Marshall Islands: 18+ years"
2022-23,JUN,,,Kansas,,Overall,"2022-23, Kansas: Overall"
2022-23,MAR,703,4812,Federated States of Micronesia,0.1461,65+ years,"2022-23, Federated States of Micronesia: 65+ years"
2024-25,SEP,10894,199407.5,Delaware,0.0546,6 months to 17 years,"2024-25, Delaware: 6 months to 17 years"
2023-24,APR,123426,504671,North Carolina,0.2446,5-8 years,"2023-24, North Carolina: 5-8 years"
2023-24,JUN,1013141,5293195,Illinois,0.1914,18-49 years,"2023-24, Illinois: 18-49 years"
2023-24,MAR,3840,70741,Guam,0.0543,18-49 years,"2023-24, Guam: 18-49 years"
2023-24,MAY,556178,876387,Colorado,0.6346,65+ years,"2023-24, Colorado: 65+ years"
2024-25,NOV,1550931,8294423,North Carolina,0.187,18+ years,"2024-25, North Carolina: 18+ years"
2024-25,OCT,9803,166917,Guam,0.0587,Overall,"2024-25, Guam: Overall"
2022-23,AUG,,,Rhode Island,,5-8 years,"2022-23, Rhode Island: 5-8 years"
2022-23,AUG,2348,873539,Louisiana,0.0027,50-64 years,"2022-23, Louisiana: 50-64 years"
2022-23,DEC,34624,52209,Connecticut,0.6632,6-23 months,"2022-23, Connecticut: 6-23 months"
2022-23,SEP,10033,247935,Vermont,0.0405,18-49 years,"2022-23, Vermont: 18-49 years"
2023-24,FEB,93987,690870,West Virginia,0.136,18-49 years,"2023-24, West Virginia: 18-49 years"
2023-24,JUL,4,351878,Indiana,0,9-12 years,"2023-24, Indiana: 9-12 years"
2024-25,JUL,0,20418,American Samoa,0,18-49 years,"2024-25, American Samoa: 18-49 years"
2023-24,JUN,62807,675423.5,Mississippi,0.093,6 months to 17 years,"2023-24, Mississippi: 6 months to 17 years"
2023-24,MAR,47800,198245,Oregon,0.2411,9-12 years,"2023-24, Oregon: 9-12 years"
2023-24,NOV,3756,13527.5,District of Columbia,0.2776,6-23 months,"2023-24, District of Columbia: 6-23 months"
2023-24,SEP,10241,451792,Indiana,0.0227,13-17 years,"2023-24, Indiana: 13-17 years"
2023-24,SEP,1,38581,U.S. Virgin Islands ,0,18-49 years,"2023-24, U.S. Virgin Islands : 18-49 years"
2024-25,DEC,26716,268724,Oklahoma,0.0994,13-17 years,"2024-25, Oklahoma: 13-17 years"
2022-23,APR,1719308,6115723.5,Missouri,0.2811,Overall,"2022-23, Missouri: Overall"
2022-23,JAN,,,Nebraska,,65+ years,"2022-23, Nebraska: 65+ years"
2022-23,JUL,,,Houston,,Overall,"2022-23, Houston: Overall"
2022-23,NOV,178248,873539,Louisiana,0.2041,50-64 years,"2022-23, Louisiana: 50-64 years"
2022-23,SEP,,,Kansas,,50-64 years,"2022-23, Kansas: 50-64 years"
2023-24,JAN,48677,133652,Vermont,0.3642,50-64 years,"2023-24, Vermont: 50-64 years"
2023-24,MAY,272212,536306,Arkansas,0.5076,65+ years,"2023-24, Arkansas: 65+ years"
2023-24,NOV,445360,1640786,New York City,0.2714,6 months to 17 years,"2023-24, New York City: 6 months to 17 years"
2023-24,OCT,41641,174496,New York State,0.2386,6-23 months,"2023-24, New York (excluding New York City): 6-23 months"
2023-24,OCT,843009,3539890,Connecticut,0.2381,Overall,"2023-24, Connecticut: Overall"
2023-24,SEP,,,Kansas,,18+ years,"2023-24, Kansas: 18+ years"
2024-25,SEP,387,17119.5,Montana,0.0226,6-23 months,"2024-25, Montana: 6-23 months"
2022-23,APR,102194,624694,Michigan,0.1636,13-17 years,"2022-23, Michigan: 13-17 years"
2022-23,APR,39336,118179,Iowa,0.3329,2-4 years,"2022-23, Iowa: 2-4 years"
2022-23,DEC,74174,151155,New Jersey,0.4907,6-23 months,"2022-23, New Jersey: 6-23 months"
2022-23,JUL,,,Nebraska,,18-49 years,"2022-23, Nebraska: 18-49 years"
2022-23,MAY,,,Nebraska,,65+ years,"2022-23, Nebraska: 65+ years"
2022-23,OCT,1467643,4638094,Florida,0.3164,65+ years,"2022-23, Florida: 65+ years"
2024-25,SEP,,,Rhode Island,,9-12 years,"2024-25, Rhode Island: 9-12 years"
2023-24,MAY,270488,1321503,Arizona,0.2047,50-64 years,"2023-24, Arizona: 50-64 years"
2024-25,AUG,546,260352,Arizona,0.0021,2-4 years,"2024-25, Arizona: 2-4 years"
2024-25,JAN,,,Alaska,,13-17 years,"2024-25, Alaska: 13-17 years"
2024-25,JUL,1,81507,U.S. Virgin Islands ,0,18+ years,"2024-25, U.S. Virgin Islands : 18+ years"
2024-25,SEP,,,Rhode Island,,18-49 years,"2024-25, Rhode Island: 18-49 years"
2024-25,SEP,24073,386838,New Mexico,0.0622,50-64 years,"2024-25, New Mexico: 50-64 years"
2022-23,AUG,2860,503705,New York State,0.0057,5-8 years,"2022-23, New York (excluding New York City): 5-8 years"
2022-23,SEP,10368,247042,Tennessee,0.042,2-4 years,"2022-23, Tennessee: 2-4 years"
2023-24,APR,41510,110501,Vermont,0.3757,6 months to 17 years,"2023-24, Vermont: 6 months to 17 years"
2023-24,JUN,742801,3012504.5,Arkansas,0.2466,Overall,"2023-24, Arkansas: Overall"
2023-24,MAR,552,5706,Federated States of Micronesia,0.0967,2-4 years,"2023-24, Federated States of Micronesia: 2-4 years"
2023-24,MAR,36894,242051,Louisiana,0.1524,5-8 years,"2023-24, Louisiana: 5-8 years"
2023-24,MAR,82243,151155,New Jersey,0.5441,6-23 months,"2023-24, New Jersey: 6-23 months"
2023-24,MAY,37368,224000.5,Montana,0.1668,6 months to 17 years,"2023-24, Montana: 6 months to 17 years"
2023-24,NOV,1972470,7650371.5,Washington,0.2578,Overall,"2023-24, Washington: Overall"
2024-25,NOV,9562,149649,Mississippi,0.0639,5-8 years,"2024-25, Mississippi: 5-8 years"
2022-23,FEB,18133,58703,Delaware,0.3089,13-17 years,"2022-23, Delaware: 13-17 years"
2022-23,FEB,83947,174496,New York State,0.4811,6-23 months,"2022-23, New York (excluding New York City): 6-23 months"
2022-23,NOV,312603,1498072,New York City,0.2087,50-64 years,"2022-23, New York City: 50-64 years"
2022-23,OCT,17111,86470,Philadelphia,0.1979,13-17 years,"2022-23, Philadelphia: 13-17 years"
2023-24,FEB,668044,2237082,New York State,0.2986,6 months to 17 years,"2023-24, New York (excluding New York City): 6 months to 17 years"
2023-24,JAN,563518,2095031,New Mexico,0.269,Overall,"2023-24, New Mexico: Overall"
2023-24,JUL,,,Chicago,,2-4 years,"2023-24, Chicago: 2-4 years"
2023-24,JUL,21,2020773,Michigan,0,50-64 years,"2023-24, Michigan: 50-64 years"
2023-24,JUL,7,566136,Iowa,0,65+ years,"2023-24, Iowa: 65+ years"
2023-24,OCT,315911,1640786,New York City,0.1925,6 months to 17 years,"2023-24, New York City: 6 months to 17 years"
2024-25,JAN,69,4023,Republic of Palau,0.0172,50-64 years,"2024-25, Republic of Palau: 50-64 years"
2022-23,AUG,36,52373,Guam,0.0007,6 months to 17 years,"2022-23, Guam: 6 months to 17 years"
2022-23,JAN,1683962,6115723.5,Missouri,0.2753,Overall,"2022-23, Missouri: Overall"
2022-23,JUL,,,Nebraska,,Overall,"2022-23, Nebraska: Overall"
2022-23,JUN,30118,105409,District of Columbia,0.2857,50-64 years,"2022-23, District of Columbia: 50-64 years"
2022-23,SEP,,,South Carolina,,6 months to 17 years,"2022-23, South Carolina: 6 months to 17 years"
2023-24,AUG,1035,295984,Maryland,0.0035,5-8 years,"2023-24, Maryland: 5-8 years"
2023-24,AUG,964,449237,Wyoming,0.0021,18+ years,"2023-24, Wyoming: 18+ years"
2023-24,FEB,93753,365609,Colorado,0.2564,13-17 years,"2023-24, Colorado: 13-17 years"
2023-24,NOV,92194,692623,Florida,0.1331,2-4 years,"2023-24, Florida: 2-4 years"
2023-24,SEP,101096,645996,Connecticut,0.1565,65+ years,"2023-24, Connecticut: 65+ years"
2024-25,SEP,65056,1829101,Kentucky,0.0356,18-49 years,"2024-25, Kentucky: 18-49 years"
2024-25,SEP,19215,151155,New Jersey,0.1271,6-23 months,"2024-25, New Jersey: 6-23 months"
2022-23,DEC,2294,36097,Marshall Islands,0.0636,18-49 years,"2022-23, Marshall Islands: 18-49 years"
2022-23,JAN,,,South Carolina,,65+ years,"2022-23, South Carolina: 65+ years"
2022-23,MAR,,,Hawaii,,13-17 years,"2022-23, Hawaii: 13-17 years"
2022-23,MAY,155078,499955,Mississippi,0.3102,65+ years,"2022-23, Mississippi: 65+ years"
2023-24,FEB,1675117,6714728,Indiana,0.2495,Overall,"2023-24, Indiana: Overall"
2023-24,MAY,1535843,4721883,Maryland,0.3253,18+ years,"2023-24, Maryland: 18+ years"
2023-24,NOV,83138,449237,Wyoming,0.1851,18+ years,"2023-24, Wyoming: 18+ years"
2023-24,OCT,29475,675423.5,Mississippi,0.0436,6 months to 17 years,"2023-24, Mississippi: 6 months to 17 years"
2024-25,JAN,,,Alaska,,18-49 years,"2024-25, Alaska: 18-49 years"
2024-25,JAN,437979,1633828,New Mexico,0.2681,18+ years,"2024-25, New Mexico: 18+ years"
2024-25,OCT,97434,708203.5,District of Columbia,0.1376,Overall,"2024-25, District of Columbia: Overall"
2022-23,JAN,1062751,1812441,Michigan,0.5864,65+ years,"2022-23, Michigan: 65+ years"
2022-23,JUL,20,121631,Indiana,0.0002,6-23 months,"2022-23, Indiana: 6-23 months"
2022-23,JUL,3,2593,Marshall Islands,0.0012,6-23 months,"2022-23, Marshall Islands: 6-23 months"
2022-23,MAR,45718,110501,Vermont,0.4137,6 months to 17 years,"2022-23, Vermont: 6 months to 17 years"
2022-23,NOV,243532,1605718.5,Arizona,0.1517,6 months to 17 years,"2022-23, Arizona: 6 months to 17 years"
2022-23,OCT,5381,51927,Montana,0.1036,5-8 years,"2022-23, Montana: 5-8 years"
2023-24,AUG,9,17119.5,Montana,0.0005,6-23 months,"2023-24, Montana: 6-23 months"
2023-24,FEB,,,Hawaii,,65+ years,"2023-24, Hawaii: 65+ years"
2023-24,NOV,124396,816314,Illinois,0.1524,13-17 years,"2023-24, Illinois: 13-17 years"
2023-24,OCT,138,1139.5,N. Mariana Islands,0.1211,6-23 months,"2023-24, N. Mariana Islands: 6-23 months"
2024-25,JAN,118880,587166,Nevada,0.2025,50-64 years,"2024-25, Nevada: 50-64 years"
2024-25,JAN,230050,784957,Oregon,0.2931,50-64 years,"2024-25, Oregon: 50-64 years"
2022-23,FEB,1391242,5373433,Tennessee,0.2589,18+ years,"2022-23, Tennessee: 18+ years"
2022-23,JAN,414,13771,Guam,0.0301,13-17 years,"2022-23, Guam: 13-17 years"
2022-23,JUL,28,378031,Maryland,0.0001,13-17 years,"2022-23, Maryland: 13-17 years"
2022-23,JUL,13,370797,Wisconsin,0,13-17 years,"2022-23, Wisconsin: 13-17 years"
2022-23,JUL,573,6714728,Indiana,0.0001,Overall,"2022-23, Indiana: Overall"
2022-23,NOV,4592,40264,Alaska,0.114,9-12 years,"2022-23, Alaska: 9-12 years"
2022-23,OCT,48924,285438,Colorado,0.1714,9-12 years,"2022-23, Colorado: 9-12 years"
2023-24,JUN,43493,223108,Kentucky,0.1949,9-12 years,"2023-24, Kentucky: 9-12 years"
2023-24,MAR,137349,671415,North Carolina,0.2046,13-17 years,"2023-24, North Carolina: 13-17 years"
2023-24,SEP,,,South Carolina,,65+ years,"2023-24, South Carolina: 65+ years"
2024-25,JUL,13,460217,Utah,0,50-64 years,"2024-25, Utah: 50-64 years"
2024-25,SEP,0,188755.5,Georgia,0,6-23 months,"2024-25, Georgia: 6-23 months"
2022-23,DEC,331945,1433821,Connecticut,0.2315,18-49 years,"2022-23, Connecticut: 18-49 years"
2022-23,NOV,84661,417969,Ohio,0.2026,2-4 years,"2022-23, Ohio: 2-4 years"
2023-24,APR,69526,351878,Indiana,0.1976,9-12 years,"2023-24, Indiana: 9-12 years"
2023-24,DEC,778573,3145074,Iowa,0.2476,Overall,"2023-24, Iowa: Overall"
2023-24,JUL,0,188755.5,Georgia,0,6-23 months,"2023-24, Georgia: 6-23 months"
2023-24,JUL,1794,55949,Maine,0.0321,9-12 years,"2023-24, Maine: 9-12 years"
2023-24,MAY,720163,3364376,Washington,0.2141,18-49 years,"2023-24, Washington: 18-49 years"
2024-25,JUL,14,572469,Ohio,0,9-12 years,"2024-25, Ohio: 9-12 years"
2024-25,NOV,55385,178554.5,North Carolina,0.3102,6-23 months,"2024-25, North Carolina: 6-23 months"
2024-25,OCT,,,Houston,,6 months to 17 years,"2024-25, Houston: 6 months to 17 years"
2024-25,SEP,4890,301827,Louisiana,0.0162,13-17 years,"2024-25, Louisiana: 13-17 years"
2022-23,APR,40933,301827,Louisiana,0.1356,13-17 years,"2022-23, Louisiana: 13-17 years"
2022-23,FEB,,,Chicago,,18-49 years,"2022-23, Chicago: 18-49 years"
2022-23,FEB,337023,1605718.5,Arizona,0.2099,6 months to 17 years,"2022-23, Arizona: 6 months to 17 years"
2022-23,JUL,2,103776,Wyoming,0,65+ years,"2022-23, Wyoming: 65+ years"
2022-23,JUN,369777,1335281,Tennessee,0.2769,50-64 years,"2022-23, Tennessee: 50-64 years"
2023-24,AUG,0,1763,Republic of Palau,0,13-17 years,"2023-24, Republic of Palau: 13-17 years"
2023-24,MAR,369304,1806245,Oregon,0.2045,18-49 years,"2023-24, Oregon: 18-49 years"
2023-24,SEP,7431,120410.5,Tennessee,0.0617,6-23 months,"2023-24, Tennessee: 6-23 months"
2024-25,DEC,141234,678480,New York State,0.2082,13-17 years,"2024-25, New York (excluding New York City): 13-17 years"
2024-25,DEC,6801,26160,District of Columbia,0.26,2-4 years,"2024-25, District of Columbia: 2-4 years"
2024-25,SEP,,,South Carolina,,18+ years,"2024-25, South Carolina: 18+ years"
2022-23,DEC,69157,178554.5,North Carolina,0.3873,6-23 months,"2022-23, North Carolina: 6-23 months"
2022-23,FEB,1209532,7246622.5,Texas,0.1669,6 months to 17 years,"2022-23, Texas: 6 months to 17 years"
